timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
2897679285,2897678243,0.09340844,0.093408406,0.20875913,0.25938725,0.2593873,0.59093076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.091846325,0.09184655,nan,0.0,0.0,0.090290405,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.04753226
2898186343,2898180370,0.09341394,0.0934147,0.20876388,0.2593933,0.2593933,0.5909491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09290888,0.09290964,nan,0.0,0.0,0.090287656,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.044883568
2898692982,2898691498,0.09353137,0.09353145,0.20879747,0.2595064,0.2595065,0.59113497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.093588,0.09358807,nan,0.0,0.0,0.09028638,0.0025487554,0.00255147,0.0029126576,0.0,0.0,0.0,0.0,0.04489033
2899179805,2899178644,0.09341935,0.09342266,0.20885295,0.25951803,0.25951818,0.5914671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.092758656,0.09276154,nan,0.0,0.0,0.09028638,0.0025421681,0.0025452026,0.0026659442,0.0,0.0,0.0,0.0,0.04562851
2899681555,2899676329,0.09360014,0.09360686,0.20887539,0.2596456,0.25964606,0.5916835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09186329,0.091868445,nan,0.0,0.0,0.09028638,0.0025378822,0.0025407374,0.0025997865,0.0,0.0,0.0,0.0,0.046817407
2900187365,2900185959,0.093717664,0.093715854,0.2088772,0.25961405,0.25961462,0.59173805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09255296,0.092551045,nan,0.0,0.0,0.09028638,0.0025352573,0.0025372123,0.0025693388,0.0,0.0,0.0,0.0,0.044825178
2900685647,2900682051,0.0939079,0.0939136,0.20877708,0.25954628,0.2595463,0.5912026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09475659,0.094761916,nan,0.0,0.0,0.09028638,0.0025332717,0.0025347176,0.0025543598,0.0,0.0,0.0,0.0,0.046071786
2901191875,2901190229,0.093862265,0.09385758,0.20882453,0.25957686,0.2595764,0.59144795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09090586,0.09090341,nan,0.0,0.0,0.09028638,0.00253302,0.0025345187,0.0025446897,0.0,0.0,0.0,0.0,0.042130716
2901679800,2901678827,0.093987405,0.09396915,0.20882767,0.25956586,0.25956506,0.5914845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.086264074,0.086241856,nan,0.0,0.0,0.09028638,0.0025321278,0.0025333965,0.0025385872,0.0,0.0,0.0,0.0,0.03622303
2902191804,2902188458,0.09391763,0.09390316,0.20883705,0.25948194,0.25948086,0.5915111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.07907107,0.07905625,nan,0.0,0.0,0.09028638,0.0025319746,0.0025330228,0.0025330798,0.0,0.0,0.0,0.0,0.031384602
2902690572,2902689141,0.09376975,0.09378662,0.2087768,0.25931165,0.2593107,0.59118617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.071954116,0.07196963,nan,0.0,0.0,0.09028638,0.0025310204,0.0025325166,0.002529317,0.0,0.0,0.0,0.0,0.029674362
2903177379,2903176288,0.09361483,0.0936447,0.20880522,0.25921908,0.25921854,0.5913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.06625122,0.0662824,nan,0.0,0.0,0.09028638,0.0025272805,0.002527458,0.0025265608,0.0,0.0,0.0,0.0,0.02607556
2903688227,2903684372,0.093336605,0.093374595,0.20883256,0.25903374,0.25903377,0.59148693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.057752147,0.05778732,nan,0.0,0.0,0.09028638,0.00252501,0.002525004,0.002523866,0.0,0.0,0.0,0.0,0.026263807
2904190131,2904186508,0.09321095,0.09322861,0.20881332,0.2587955,0.25879583,0.5913686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.050833046,0.05085626,nan,0.0,0.0,0.09028638,0.0025227263,0.0025238856,0.0025218274,0.0,0.0,0.0,0.0,0.024533115
2904682136,2904670656,0.093367085,0.09336657,0.20882897,0.25893915,0.25894073,0.5914505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.050784532,0.05078379,nan,0.0,0.0,0.09028638,0.0025209126,0.0025220749,0.0025202786,0.0,0.0,0.0,0.0,0.024062958
2905187614,2905186282,0.09262481,0.09261934,0.20868346,0.25826406,0.25826466,0.59062725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.04066118,0.040654115,nan,0.0,0.0,0.09028638,0.0025194923,0.0025207633,0.0025187805,0.0,0.0,0.0,0.0,0.021299332
2905681894,2905680923,0.0923839,0.092380516,0.20862658,0.25786743,0.25786796,0.590201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027916,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.022700265
2906181035,2906180061,0.093395226,0.0934084,0.20852683,0.25821894,0.25821826,0.5894688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027775,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.022739626
2906685456,2906683742,0.09448189,0.09451051,0.20848867,0.25909242,0.25909317,0.5890132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027622,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.022639483
2907189122,2907187330,0.09510755,0.09510031,0.20848352,0.2599762,0.25997925,0.5887837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027481,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.022592895
2907678454,2907677475,0.095377386,0.09536651,0.20848258,0.2606485,0.26065135,0.5886544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.090273395,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020948231
2908188433,2908187109,0.095658146,0.09564912,0.20888723,0.2629012,0.26290274,0.59092736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027497,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020755416
2908686393,2908680247,0.0955785,0.09557431,0.20884548,0.26342645,0.26342675,0.5910167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.0902749,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020379506
2909183232,2909182383,0.09555795,0.09555549,0.20886028,0.26382458,0.26382414,0.59126747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027493,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020379506
2909681343,2909680028,0.09561291,0.09561663,0.20876011,0.26380306,0.26380226,0.59091806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027491,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020379506
2910183284,2910182158,0.0958168,0.09582226,0.20881613,0.26410627,0.26410547,0.59129184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027527,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020379506
2910690659,2910684294,0.09599761,0.09600322,0.20877129,0.26405752,0.26405713,0.59109676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.03543237,0.03542859,nan,0.0,0.0,0.09027538,0.0025189817,0.0025202623,0.0025182466,0.0,0.0,0.0,0.0,0.020379506
